id	params
4500	q=archives april infobox&rows=29&start=14&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 2}}
4501	q=category out one&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 5}}
4502	q=bureaucrats comment time&rows=43&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 2}}
4503	q=user some one&rows=87&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 40,mincount : 1}}
4504	q=building district statistical&fq=title:(world talk)&rows=70&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 3}}
4505	q=2006 nomination one discussion&fq=description:(archives reference)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 1}}
4506	q=2008 kingdom 2nd comments&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 1}}
4507	q=help new made name&fq=title:(nomination article)&rows=25&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 1}}
4508	q=march band march web&fq=title:(files please)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 6}}
4509	q=district deletion class&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 69,mincount : 1}}
4510	q=desk version&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 60,mincount : 2}}
4511	q=categories being&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 24,mincount : 1}}
4512	q=virginia valley after&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 68,mincount : 2}}
4513	q=nascar 2004 image&fq=description:(templates utc)&rows=34&start=17&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 1}}
4514	q=album style defaultsort&fq=description:(2008 discussion)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 38,mincount : 1}}
4515	q=season before image&fq=description:(archive1 article's)&rows=42&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 4}}
4516	q=city california 2007 category&rows=10&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 26,mincount : 2}}
4517	q=pennsylvania january united&rows=15&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 65,mincount : 1}}
4518	q=adminship only&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 3}}
4519	q=game title&rows=80&start=80&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 2}}
4520	q=spam all other&fq=description:(2007 discussion)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 40,mincount : 3}}
4521	q=1.0 house south&rows=27&start=27&json.facet={titles : {type : terms,field : description_t_sort,limit : 25,mincount : 1}}
4522	q=file using delete&rows=68&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 31,mincount : 2}}
4523	q=user thumb&rows=37&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 2}}
4524	q=north year&rows=10&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 43,mincount : 5}}
4525	q=squad against&rows=58&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 2}}
4526	q=school work which&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 5}}
4527	q=candidate team category well&rows=66&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 45,mincount : 1}}
4528	q=australian city&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 50,mincount : 7}}
4529	q=review team debate reason&fq=description:(history coibot)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 35,mincount : 3}}
4530	q=history city&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 79,mincount : 7}}
4531	q=log category&rows=55&start=55&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 9}}
4532	q=2007 michael 2001 1998&fq=description:(party wikipedia)&rows=58&start=11&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 1}}
4533	q=2009 more result&fq=description:(administrators see)&rows=68&start=34&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 4}}
4534	q=richard york title&rows=84&start=28&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 2}}
4535	q=selected 2009 2004&rows=2&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 2}}
4536	q=2004 made part&rows=23&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 2}}
4537	q=adminship december result&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 43,mincount : 3}}
4538	q=quality uss later county&fq=description:(2008 requests)&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 1}}
4539	q=list robert left&fq=description:(places category)&rows=16&start=8&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 7}}
4540	q=quality march march&fq=description:(james born)&rows=49&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 1}}
4541	q=creation template news about&fq=description:(county 2007)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 1}}
4542	q=version center after&fq=description:(archive page)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 4}}
4543	q=united edit please&fq=title:(wikipedia quality)&rows=62&start=10&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 5}}
4544	q=indiana image&fq=description:(nomination http)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 64,mincount : 6}}
4545	q=1st history over any&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 4}}
4546	q=politics talk&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 63,mincount : 1}}
4547	q=2005 district years url&rows=66&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 2}}
4548	q=linkreports out some&fq=title:(1.0 articles)&rows=6&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 8}}
4549	q=1.0 all title&fq=description:(john new)&rows=80&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 3}}
4550	q=june history book&fq=description:(noticeboard en.wikipedia.org)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 54,mincount : 1}}
4551	q=david article see&rows=24&start=24&json.facet={titles : {type : terms,field : description_t_sort,limit : 17,mincount : 8}}
4552	q=international files center&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 37,mincount : 2}}
4553	q=love team during character&fq=description:(articles wikipedia)&rows=10&start=2&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 2}}
4554	q=infantry volunteer july december&fq=title:(review other)&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 2}}
4555	q=sports 2006 references publisher&rows=5&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 1}}
4556	q=article day link contributions&fq=title:(biography page)&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 3}}
4557	q=james 2001 title&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 43,mincount : 3}}
4558	q=american next image&rows=97&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 30,mincount : 3}}
4559	q=featured championship links part&fq=title:(template page)&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 3}}
4560	q=parliament after&fq=title:(wikipedia calculated)&rows=68&start=34&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 3}}
4561	q=team http 2008&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 5}}
4562	q=archive american category new&rows=27&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 2}}
4563	q=rolls flight force&fq=description:(desk talk)&rows=47&start=6&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 2}}
4564	q=log humanities reflist&rows=23&start=23&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 4}}
4565	q=national american one manually&rows=16&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 93,mincount : 3}}
4566	q=song article high&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 1}}
4567	q=wikiproject external reflist&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 65,mincount : 3}}
4568	q=richard west website some&fq=title:(voivodeship references)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 36,mincount : 1}}
4569	q=station image&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 5}}
4570	q=united high references&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 32,mincount : 3}}
4571	q=joseph men's date 2004&rows=66&start=22&json.facet={titles : {type : terms,field : title_t_sort,limit : 47,mincount : 2}}
4572	q=quality section&rows=26&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 15,mincount : 4}}
4573	q=history two&fq=description:(workshop administrators)&rows=69&start=34&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 22,mincount : 1}}
4574	q=selected reflist&fq=description:(linkreports name)&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 17,mincount : 3}}
4575	q=bot utc&fq=description:(season category)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 9}}
4576	q=state category three&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 36,mincount : 6}}
4577	q=william films talk&fq=title:(categories edits)&rows=44&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 3}}
4578	q=elections list accessdate&fq=title:(wikiproject edits)&rows=33&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 19,mincount : 5}}
4579	q=history what 2007&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 3}}
4580	q=olympics name&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 3}}
4581	q=2000 template category&rows=17&start=17&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 71,mincount : 1}}
4582	q=portal april new articles&fq=title:(noticeboard page)&rows=23&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 4}}
4583	q=david huddersfield url references&fq=description:(log reflist)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 9}}
4584	q=files high&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 1}}
4585	q=log made name&fq=description:(spam please)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 38,mincount : 3}}
4586	q=australia file april page&fq=title:(miscellany here)&rows=15&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 32,mincount : 6}}
4587	q=review file 2007&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 77,mincount : 4}}
4588	q=discussion candidates one&fq=description:(apr coibot)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 1}}
4589	q=linkreports links other&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 17,mincount : 8}}
4590	q=archive any talk&fq=title:(noticeboard image)&rows=10&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
4591	q=tennessee time&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 46,mincount : 2}}
